Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Units,[Location],[Reporting Type],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""100""","""Bulgaria""","""PERCENT""","""ALLAREA""","""G""",99.74083,99.74168,99.73834,99.71145,99.66514,99.61935,99.57405,99.52925,99.48495,99.44113,99.39779,99.35493,99.31257,99.27072,99.22936,99.18852,99.14818,99.10834
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""100""","""Bulgaria""","""PERCENT""","""RURAL""","""G""",99.47295,99.47243,99.4719,99.43784,99.33841,99.23899,99.13956,99.04013,98.9407,98.84127,98.74185,98.64242,98.54299,98.44356,98.34413,98.24471,98.14528,98.04585
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""100""","""Bulgaria""","""PERCENT""","""URBAN""","""G""",99.86175,99.86172,99.85514,99.82938,99.80362,99.77787,99.75211,99.72635,99.7006,99.67484,99.64908,99.62333,99.59757,99.57181,99.54606,99.5203,99.49454,99.46879
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""854""","""Burkina Faso""","""PERCENT""","""ALLAREA""","""G""",54.91951,55.08077,54.57504,54.08577,53.61477,53.16201,52.72937,52.26617,51.77521,51.29434,50.8247,50.36684,49.92089,49.48737,49.06718,48.66046,48.26772,47.88813
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""854""","""Burkina Faso""","""PERCENT""","""RURAL""","""G""",50.78502,50.78502,49.86592,48.93773,48.00047,47.05412,46.0987,45.13421,44.16063,43.17798,42.18625,41.18544,40.17556,39.15659,38.12855,37.09143,36.04524,34.98996
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""854""","""Burkina Faso""","""PERCENT""","""URBAN""","""G""",73.95519,73.95519,74.31876,74.68311,75.04821,75.41408,75.78071,76.1481,76.51626,76.88519,77.25487,77.62532,77.99654,78.36852,78.74126,79.11476,79.48903,79.86407
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""108""","""Burundi""","""PERCENT""","""ALLAREA""","""G""",50.66312,51.23447,51.80933,52.38733,52.96843,53.55263,54.14023,54.73087,55.3252,55.92218,56.52312,57.12766,57.73543,58.34741,58.96254,59.58147,60.20415,60.83055
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""108""","""Burundi""","""PERCENT""","""RURAL""","""G""",47.84253,48.34402,48.84735,49.35253,49.85955,50.36841,50.87911,51.39165,51.90603,52.42226,52.94032,53.46023,53.98198,54.50557,55.031,55.55827,56.08738,56.61833
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""108""","""Burundi""","""PERCENT""","""URBAN""","""G""",82.04812,82.50614,82.96368,83.42075,83.87734,84.33345,84.78909,85.24426,85.69894,86.15316,86.60689,87.06015,87.51294,87.96525,88.41708,88.86844,89.31932,89.76973
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""132""","""Cabo Verde""","""PERCENT""","""ALLAREA""","""G""",78.77496,78.95662,79.1364,79.31383,79.82119,80.33576,80.85796,81.38723,81.92402,82.46718,83.01506,83.51176,84.0129,84.51824,85.02775,85.87882,86.48799,87.08321
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""132""","""Cabo Verde""","""PERCENT""","""RURAL""","""G""",70.31297,70.41384,70.51471,70.61557,70.71644,70.81731,70.91818,71.01904,71.11991,71.22078,71.32164,71.42251,71.52338,71.62425,71.72511,72.8726,74.32441,75.78001
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""132""","""Cabo Verde""","""PERCENT""","""URBAN""","""G""",86.14901,86.14901,86.14901,86.14901,86.73296,87.3169,87.90084,88.48478,89.06873,89.65267,90.23661,90.82055,91.4045,91.98844,92.57238,93.1,93.1,93.1
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""116""","""Cambodia""","""PERCENT""","""ALLAREA""","""G""",52.34763,53.86402,55.37462,56.88014,58.38566,59.89115,61.39634,62.90147,64.4164,65.98395,67.55123,69.11819,70.68475,72.25059,73.81615,75.38111,76.94537,78.51066
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""116""","""Cambodia""","""PERCENT""","""RURAL""","""G""",47.04868,48.56391,50.07994,51.59677,53.11439,54.6328,56.15201,57.67202,59.19282,60.71442,62.23682,63.76001,65.28399,66.80878,68.33435,69.86073,71.3879,72.89664
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""116""","""Cambodia""","""PERCENT""","""URBAN""","""G""",75.55914,76.90221,78.21317,79.49651,80.77785,82.05719,83.33453,84.60988,85.88323,87.15458,88.42394,89.69129,90.95665,92.22002,93.48138,94.74075,95.99812,97.32666
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""120""","""Cameroon""","""PERCENT""","""ALLAREA""","""G""",59.17721,59.35527,59.51761,59.6639,59.79475,59.90897,60.00761,60.09083,60.15876,60.21116,60.2486,60.27082,60.27799,60.26988,60.24668,60.20857,60.15572,60.38486
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""120""","""Cameroon""","""PERCENT""","""RURAL""","""G""",37.93732,38.10889,38.26654,38.41027,38.54008,38.65596,38.75793,38.84598,38.92011,38.98032,39.02661,39.05898,39.07743,39.08195,39.07256,39.04925,39.01202,39.01202
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""120""","""Cameroon""","""PERCENT""","""URBAN""","""G""",84.57535,84.15753,83.73504,83.30788,82.87607,82.43958,81.99844,81.55262,81.10215,80.647,80.1872,79.72273,79.25359,78.77979,78.30132,77.81819,77.3304,77.3304
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""124""","""Canada""","""PERCENT""","""ALLAREA""","""G""",99.11183,99.11573,99.11665,99.11758,99.11849,99.14313,99.16786,99.1935,99.21898,99.24432,99.2695,99.29436,99.31808,99.34176,99.36541,99.38903,99.41262,99.43624
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""124""","""Canada""","""PERCENT""","""RURAL""","""G""",98.1768,98.1768,98.1768,98.1768,98.1768,98.23095,98.2851,98.33925,98.3934,98.44755,98.5017,98.55585,98.61,98.66415,98.7183,98.77245,98.8266,98.88074
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""124""","""Canada""","""PERCENT""","""URBAN""","""G""",99.35326,99.35326,99.35326,99.35326,99.35326,99.36944,99.38562,99.4018,99.41798,99.43416,99.45034,99.46652,99.4827,99.49888,99.51506,99.53124,99.54742,99.5636
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""29""","""Caribbean""","""PERCENT""","""ALLAREA""","""G""",84.64962,84.99386,85.28948,85.60118,85.82246,86.02465,86.22162,86.41639,86.60913,86.79982,86.98966,87.17626,87.35963,87.55608,87.72938,87.92293,88.13323,88.23088
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""29""","""Caribbean""","""PERCENT""","""RURAL""","""G""",66.79535,67.26088,67.73054,68.19167,68.46252,68.72163,68.97536,69.22803,69.47953,69.73161,69.98516,70.25102,70.52576,70.83073,71.08676,71.41119,71.68059,71.76668
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""29""","""Caribbean""","""PERCENT""","""URBAN""","""G""",95.24959,95.28368,95.24701,95.21184,95.20257,95.18174,95.15889,95.13687,95.11536,95.09471,95.0749,95.0553,95.03493,95.02717,95.01155,94.99802,95.03626,94.99359
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""135""","""Caucasus and Central Asia""","""PERCENT""","""ALLAREA""","""G""",81.85544,82.73437,83.72107,84.71521,85.71358,86.67309,87.63659,88.59097,89.49529,90.02731,90.56094,91.09106,91.61948,92.14224,92.65678,93.0838,93.49662,93.91657
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""135""","""Caucasus and Central Asia""","""PERCENT""","""RURAL""","""G""",70.08327,71.39096,72.86766,74.34967,75.8464,77.34474,78.85913,80.38925,81.91625,82.79921,83.69045,84.61021,85.55818,86.51366,87.49087,88.33242,89.14852,89.91709
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""135""","""Caucasus and Central Asia""","""PERCENT""","""URBAN""","""G""",94.82235,95.15955,95.52539,95.89468,96.26625,96.56667,96.86969,97.14839,97.3388,97.44613,97.55245,97.6551,97.75369,97.83216,97.87179,97.87253,97.87065,97.9313
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""136""","""Cayman Islands""","""PERCENT""","""ALLAREA""","""G""",,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""136""","""Cayman Islands""","""PERCENT""","""URBAN""","""G""",,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,96.125,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""140""","""Central African Republic""","""PERCENT""","""ALLAREA""","""G""",58.26147,57.25076,56.23397,55.21073,54.18106,53.1523,52.12412,51.09652,50.06883,49.04075,48.01232,46.98291,45.95258,46.0378,46.12953,46.22808,46.33376,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""140""","""Central African Republic""","""PERCENT""","""RURAL""","""G""",44.00963,43.20408,42.38949,41.56586,40.73318,39.89146,39.04069,38.18088,37.31203,36.43413,35.54718,34.6512,33.74616,33.74616,33.74616,33.74616,33.74616,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""140""","""Central African Republic""","""PERCENT""","""URBAN""","""G""",81.87417,80.44343,79.01315,77.58335,76.15402,74.72516,73.29677,71.86886,70.44141,69.01444,67.58794,66.16191,64.73635,64.73635,64.73635,64.73635,64.73635,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""13""","""Central America""","""PERCENT""","""ALLAREA""","""G""",87.922,88.56856,89.25667,89.9373,90.61157,91.27872,91.94161,92.59998,93.24391,93.79067,94.33031,94.86311,95.38904,95.9084,96.42211,96.93442,97.43122,97.84105
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""13""","""Central America""","""PERCENT""","""RURAL""","""G""",73.24047,74.40605,75.69262,76.97801,78.26717,79.56047,80.85947,82.16465,83.44266,84.46796,85.48905,86.50532,87.51725,88.52458,89.52731,90.5295,91.52415,92.41678
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""13""","""Central America""","""PERCENT""","""URBAN""","""G""",94.61106,94.9226,95.24819,95.57376,95.89754,96.21804,96.53813,96.85785,97.17496,97.46643,97.75751,98.04825,98.33863,98.62865,98.91934,99.2151,99.49906,99.70777
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""143""","""Central Asia""","""PERCENT""","""ALLAREA""","""G""",81.41579,82.32945,83.37235,84.4161,85.46034,86.45033,87.44083,88.415,89.32099,89.87483,90.42873,90.9764,91.5202,92.05509,92.52902,92.95087,93.35371,93.77231
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""143""","""Central Asia""","""PERCENT""","""RURAL""","""G""",70.14987,71.47572,73.0136,74.55866,76.11334,77.66158,79.22114,80.79132,82.34879,83.24589,84.15009,85.0847,86.04898,87.0189,87.92819,88.77087,89.57873,90.33988
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""143""","""Central Asia""","""PERCENT""","""URBAN""","""G""",94.82524,95.14067,95.48913,95.83778,96.18747,96.44138,96.69743,96.92033,97.02682,97.132,97.2356,97.33335,97.42474,97.48981,97.49269,97.45866,97.42248,97.46929
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""148""","""Chad""","""PERCENT""","""ALLAREA""","""G""",41.41298,41.27231,41.12691,40.97767,40.82414,40.6663,40.50416,40.33812,40.16733,39.99219,39.82036,39.65167,39.48638,39.32389,39.16402,39.00699,38.85259,38.7006
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""148""","""Chad""","""PERCENT""","""RURAL""","""G""",31.73133,31.61752,31.50131,31.38271,31.26172,31.13834,31.01256,30.88438,30.75382,30.62086,30.4855,30.34775,30.20761,30.06508,29.92015,29.77282,29.62311,29.471
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""148""","""Chad""","""PERCENT""","""URBAN""","""G""",76.47714,76.17122,75.85481,75.52791,75.1905,74.8426,74.4842,74.11531,73.73591,73.34602,72.94563,72.53475,72.11337,71.68149,71.23911,70.78624,70.32287,69.849
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""830""","""Channel Islands""","""PERCENT""","""ALLAREA""","""G""",,,,,,,,,,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""152""","""Chile""","""PERCENT""","""ALLAREA""","""G""",95.68061,96.01058,96.32163,96.58853,96.85381,97.11694,97.37845,97.63803,97.89596,98.15199,98.40616,98.65868,98.90936,99.1583,99.40007,99.60089,99.62218,99.83279
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""152""","""Chile""","""PERCENT""","""RURAL""","""G""",74.56094,76.13453,77.70812,79.2817,80.85529,82.42887,84.00246,85.57604,87.14963,88.72321,90.2968,91.87039,93.44397,95.01756,96.59114,98.16473,98.32522,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""152""","""Chile""","""PERCENT""","""URBAN""","""G""",99.09786,99.14908,99.20029,99.2515,99.30271,99.35392,99.40513,99.45635,99.50756,99.55877,99.60998,99.66119,99.71241,99.76362,99.80859,99.80869,99.80878,99.80888
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""156""","""China""","""PERCENT""","""ALLAREA""","""G""",80.39258,80.73117,81.70317,82.65153,83.57525,84.47221,85.33264,86.16127,86.9636,87.73784,88.48477,89.19269,89.8685,90.51711,91.13934,91.73492,92.30405,92.84614
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""156""","""China""","""PERCENT""","""RURAL""","""G""",70.40274,70.40274,71.40005,72.39563,73.38948,74.38159,75.37197,76.36061,77.34751,78.33269,79.31612,80.29783,81.27779,82.25603,83.23253,84.20729,85.18032,86.15161
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""156""","""China""","""PERCENT""","""URBAN""","""G""",98.24744,98.24744,98.21363,98.17977,98.14588,98.11195,98.07798,98.04398,98.00993,97.97585,97.94174,97.90758,97.87339,97.83916,97.80489,97.77058,97.73624,97.70186
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""344""","""China, Hong Kong Special Administrative Region""","""PERCENT""","""ALLAREA""","""G""",98.70576,98.79715,98.88853,98.97992,99.07131,99.1627,99.25408,99.34547,99.43686,99.52824,99.61963,99.71102,99.80241,99.89379,99.98518,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""344""","""China, Hong Kong Special Administrative Region""","""PERCENT""","""URBAN""","""G""",98.70576,98.79715,98.88853,98.97992,99.07131,99.1627,99.25408,99.34547,99.43686,99.52824,99.61963,99.71102,99.80241,99.89379,99.98518,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""446""","""China, Macao Special Administrative Region""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
